10	20	4	0.011250414905866063	0.9575757575757576	0.8933333333333333	0.9621173783810095	3D Blu-ray Player-20000-false
15	37	5	0.004635469660269875	0.9695238095238097	0.9570138888888888	0.9901821243128565	3D Printer-20000-false
10	30	4	0.002674607083630756	0.9538037980340214	0.9243333333333332	0.9763364245802653	3D TV-20000-false
10	24	4	0.008712202491268528	0.9684848484848484	0.9593333333333334	0.9865382287386844	ACTION CAMCORDERS-20000-false
33	36	4	0.020708076293301663	0.9281923513206939	0.7572218169851073	0.871981336002962	AIR PURIFIER-20000-false
10	30	4	0.010551075505403846	0.9612121212121212	0.9243333333333332	0.9738623011452472	Alarm Clocks-20000-false
10	22	4	0.011713995723689283	0.8375757575757575	0.5820000000000001	0.7565555005687804	ALL-IN-ONE PC-20000-false
10	27	4	0.008231190948207862	0.9641381922765824	0.9879999999999999	1.00137710604057	All-In-One Printer-20000-false
11	38	5	0.007849562052166775	0.9818181818181819	0.9166666666666665	0.972909226716482	Android Phone-20000-false
10	24	4	0.007443317927254232	0.9793939393939395	0.9016666666666666	0.9502446974341352	Android POS-20000-false
12	37	4	0.032432732478645206	0.9198830409356725	0.8888888888888888	0.9817076302994673	AV Receiver-20000-false
10	27	4	0.015639280237978285	0.7854139624346435	0.585	0.7574501566863467	Baby Car Seats-20000-false
9	20	4	0.020427066495266842	0.9351851851851853	0.8874074074074074	0.981277641941958	Baby Sound Machine-20000-false
10	26	4	0.028478870145365202	0.5321212121212122	0.5096666666666666	0.7945239074023707	Baby Video Monitor-20000-false
10	13	3	0.025577296193036475	0.9054545454545456	0.8966666666666667	0.992103792034734	BASE BOARD-20000-false
12	26	4	0.029479937595607367	0.8053613053613052	0.5780092592592593	0.7749838071064069	BASS HEADPHONE-20000-false
10	28	4	0.007389301516951008	0.9042424242424241	0.8723333333333334	0.9725198879914814	BATHROOM SCALE-20000-false
8	30	4	0.006825257204675327	0.9494047619047619	0.921875	0.993384847451773	Big Screen TV-20000-false
10	25	4	0.025323442584668305	0.9284848484848487	0.7000000000000001	0.7553877392472834	BIKE GPS-20000-false
15	20	3	0.0036523002841404176	0.976110011456277	0.8802777777777777	0.9745372251520236	Binoculars-20000-false
10	22	4	0.021576135801692008	0.8824242424242424	0.819	0.95203104025319	BLENDER-20000-false
10	22	4	0.006444631023373791	0.9835911696743445	0.9616666666666667	0.9728967868396546	Blu-Ray Player-20000-false
10	28	4	0.013906330649537335	0.9466666666666667	0.9163333333333332	0.9839031127630105	Bluetooth Car Kit-20000-false
10	22	4	0.02012463333059028	0.8278787878787879	0.5843333333333333	0.7556677153043792	Bluetooth Headphone-20000-false
10	29	5	0.006749873909914027	0.9721212121212123	0.9486666666666668	0.9962300246016513	Bluetooth Headset-20000-false
16	24	4	0.014805739751519926	0.9180147058823529	0.8779482886904763	0.989820764747478	Bluetooth Speakers-20000-false
14	20	4	0.013820435528921496	0.9290423861852434	0.7780612244897959	0.9306860497660622	Bookshelf Speakers-20000-false
11	39	4	0.008590735323780496	0.9272727272727272	0.9426767676767678	0.9963274780647958	BRIDGE CAMERA-20000-false
9	26	4	0.009990984108480355	0.9796296296296296	0.9722222222222222	0.9949676469467081	Budget Micro Projectors-20000-false
10	17	4	0.012074107017628158	0.730909090909091	0.8566666666666668	0.973859978811989	CANISTER VACCUUM-20000-false
5	22	2	0.015946253205982863	0.9800000000000001	1.0	0.9996159418510604	Car Alarm-20000-false
14	40	5	0.06886271412310338	0.9841544541727619	0.9825072886297374	0.9998832290775029	Car Audio-20000-false
11	39	5	0.010554772675771417	0.9735537190082646	0.9305555555555555	0.9655613997773006	Car Battery Charger-20000-false
9	29	3	0.022835546509068896	0.9481481481481482	0.8662962962962962	0.9556246792658141	Car Inverter-20000-false
10	30	4	0.0055916209809474164	0.9939393939393939	0.9753333333333334	0.997154239830609	Car Speakers-20000-false
10	16	4	0.017376754966533393	0.8824242424242424	0.7476666666666666	0.8990631805722877	Car Subwoofer-20000-false
10	22	4	0.023903195146632618	0.6425561596698282	0.7263333333333333	0.9312860501051595	CAR VACCUUM-20000-false
10	27	4	0.014123544994441045	0.9709090909090909	0.9733333333333334	0.9949129272965195	Carpet Cleaner-20000-false
10	29	4	0.005245702220021334	0.9806060606060607	0.961	0.9942808641485419	Cell Phone Booster-20000-false
9	18	4	0.010490823035736601	0.5495166650829248	0.554074074074074	0.8395438929684511	Center Speaker-20000-false
11	23	4	0.007308325216781581	0.9902697052358987	0.9810606060606062	0.9888944967686636	Central Air Conditioning Units-20000-false
10	35	4	0.010501707167964667	0.9434694037914604	0.7883333333333333	0.9004116673113677	Chainsaws-20000-false
10	37	4	0.009423515930676784	0.9903030303030302	0.9800000000000001	0.9992545325041086	Chemistry Sets-20000-false
10	13	3	0.022883566204895924	0.9195121951219513	0.7203333333333333	0.8609275448242364	Chest Freezers-20000-false
10	29	4	0.006327005257623489	0.9466666666666669	0.8893333333333334	0.94703223349563	Circular Saws-20000-false
10	25	4	0.012450720004971123	0.9757575757575758	0.9670000000000002	0.9989990392769773	Coffee Makers-20000-false
10	39	4	0.018125795882706235	0.9163636363636364	0.8176666666666665	0.912307466445254	Compact Digital Camera-20000-false
10	23	3	0.021378722823713486	0.11671786438657228	0.28400000000000003	0.6002678258952666	Compact Microwave-20000-false
10	26	4	0.009945507992257728	0.9672727272727274	0.9269999999999999	0.9785465800578572	Cordless Drills-20000-false
10	29	4	0.010375001675670747	0.9750804920628233	0.916	0.9708182236141164	Cordless Phones-20000-false
